Frequency,Magnitude,Phase,
1.1945,-7.6663,-115.0012,
1.1948,-7.6646,-115.0061,
1.1951,-7.6629,-115.0109,
1.1954,-7.6613,-115.0157,
1.1956,-7.6596,-115.0206,
1.1959,-7.6579,-115.0254,
1.1962,-7.6562,-115.0303,
1.1965,-7.6546,-115.0351,
1.1967,-7.6529,-115.0399,
1.1970,-7.6512,-115.0448,
1.1973,-7.6495,-115.0496,
1.1976,-7.6479,-115.0545,
1.1978,-7.6462,-115.0593,
1.1981,-7.6445,-115.0641,
1.1984,-7.6428,-115.0690,
1.1987,-7.6412,-115.0738,
1.1989,-7.6395,-115.0787,
1.1992,-7.6378,-115.0835,
1.1995,-7.6361,-115.0884,
1.1998,-7.6345,-115.0932,
1.2001,-7.6328,-115.0981,
1.2003,-7.6311,-115.1029,
1.2006,-7.6294,-115.1078,
1.2009,-7.6278,-115.1126,
1.2012,-7.6261,-115.1175,
1.2014,-7.6244,-115.1223,
1.2017,-7.6227,-115.1272,
1.2020,-7.6211,-115.1320,
1.2023,-7.6194,-115.1369,
1.2025,-7.6177,-115.1417,
1.2028,-7.6161,-115.1466,
1.2031,-7.6144,-115.1514,
1.2034,-7.6127,-115.1563,
1.2036,-7.6110,-115.1612,
1.2039,-7.6094,-115.1660,
1.2042,-7.6077,-115.1709,
1.2045,-7.6060,-115.1757,
1.2048,-7.6043,-115.1806,
1.2050,-7.6027,-115.1855,
1.2053,-7.6010,-115.1903,
1.2056,-7.5993,-115.1952,
1.2059,-7.5977,-115.2001,
1.2061,-7.5960,-115.2049,
1.2064,-7.5943,-115.2098,
1.2067,-7.5926,-115.2147,
1.2070,-7.5910,-115.2195,
1.2073,-7.5893,-115.2244,
1.2075,-7.5876,-115.2293,
1.2078,-7.5860,-115.2341,
1.2081,-7.5843,-115.2390,
1.2084,-7.5826,-115.2439,
1.2086,-7.5809,-115.2488,
1.2089,-7.5793,-115.2536,
1.2092,-7.5776,-115.2585,
1.2095,-7.5759,-115.2634,
1.2098,-7.5743,-115.2683,
1.2100,-7.5726,-115.2732,
1.2103,-7.5709,-115.2780,
1.2106,-7.5693,-115.2829,
1.2109,-7.5676,-115.2878,
1.2112,-7.5659,-115.2927,
1.2114,-7.5643,-115.2976,
1.2117,-7.5626,-115.3024,
1.2120,-7.5609,-115.3073,
1.2123,-7.5592,-115.3122,
1.2126,-7.5576,-115.3171,
1.2128,-7.5559,-115.3220,
1.2131,-7.5542,-115.3269,
1.2134,-7.5526,-115.3318,
1.2137,-7.5509,-115.3366,
1.2139,-7.5492,-115.3415,
1.2142,-7.5476,-115.3464,
1.2145,-7.5459,-115.3513,
1.2148,-7.5442,-115.3562,
1.2151,-7.5426,-115.3611,
1.2153,-7.5409,-115.3660,
1.2156,-7.5392,-115.3709,
1.2159,-7.5376,-115.3758,
1.2162,-7.5359,-115.3807,
1.2165,-7.5342,-115.3856,
1.2167,-7.5326,-115.3905,
1.2170,-7.5309,-115.3954,
1.2173,-7.5292,-115.4003,
1.2176,-7.5276,-115.4052,
1.2179,-7.5259,-115.4101,
1.2181,-7.5242,-115.4150,
1.2184,-7.5226,-115.4199,
1.2187,-7.5209,-115.4248,
1.2190,-7.5192,-115.4297,
1.2193,-7.5176,-115.4346,
1.2196,-7.5159,-115.4395,
1.2198,-7.5142,-115.4444,
1.2201,-7.5126,-115.4493,
1.2204,-7.5109,-115.4542,
1.2207,-7.5092,-115.4591,
1.2210,-7.5076,-115.4640,
1.2212,-7.5059,-115.4690,
1.2215,-7.5042,-115.4739,
1.2218,-7.5026,-115.4788,
1.2221,-7.5009,-115.4837,
1.2224,-7.4993,-115.4886,
1.2226,-7.4976,-115.4935,
1.2229,-7.4959,-115.4984,
1.2232,-7.4943,-115.5034,
1.2235,-7.4926,-115.5083,
1.2238,-7.4909,-115.5132,
1.2241,-7.4893,-115.5181,
1.2243,-7.4876,-115.5230,
1.2246,-7.4859,-115.5280,
1.2249,-7.4843,-115.5329,
1.2252,-7.4826,-115.5378,
1.2255,-7.4810,-115.5427,
1.2257,-7.4793,-115.5476,
1.2260,-7.4776,-115.5526,
1.2263,-7.4760,-115.5575,
1.2266,-7.4743,-115.5624,
1.2269,-7.4726,-115.5674,
1.2272,-7.4710,-115.5723,
1.2274,-7.4693,-115.5772,
1.2277,-7.4677,-115.5821,
1.2280,-7.4660,-115.5871,
1.2283,-7.4643,-115.5920,
1.2286,-7.4627,-115.5969,
1.2289,-7.4610,-115.6019,
1.2291,-7.4594,-115.6068,
1.2294,-7.4577,-115.6117,
1.2297,-7.4560,-115.6167,
1.2300,-7.4544,-115.6216,
1.2303,-7.4527,-115.6266,
1.2306,-7.4511,-115.6315,
1.2308,-7.4494,-115.6364,
1.2311,-7.4477,-115.6414,
1.2314,-7.4461,-115.6463,
1.2317,-7.4444,-115.6513,
1.2320,-7.4428,-115.6562,
1.2323,-7.4411,-115.6611,
1.2325,-7.4394,-115.6661,
1.2328,-7.4378,-115.6710,
1.2331,-7.4361,-115.6760,
1.2334,-7.4345,-115.6809,
1.2337,-7.4328,-115.6859,
1.2340,-7.4311,-115.6908,
1.2342,-7.4295,-115.6958,
1.2345,-7.4278,-115.7007,
1.2348,-7.4262,-115.7057,
1.2351,-7.4245,-115.7106,
1.2354,-7.4228,-115.7156,
1.2357,-7.4212,-115.7205,
1.2359,-7.4195,-115.7255,
1.2362,-7.4179,-115.7304,
1.2365,-7.4162,-115.7354,
1.2368,-7.4146,-115.7403,
1.2371,-7.4129,-115.7453,
1.2374,-7.4112,-115.7503,
1.2377,-7.4096,-115.7552,
1.2379,-7.4079,-115.7602,
1.2382,-7.4063,-115.7651,
1.2385,-7.4046,-115.7701,
1.2388,-7.4030,-115.7751,
1.2391,-7.4013,-115.7800,
1.2394,-7.3996,-115.7850,
1.2397,-7.3980,-115.7900,
1.2399,-7.3963,-115.7949,
1.2402,-7.3947,-115.7999,
1.2405,-7.3930,-115.8048,
1.2408,-7.3914,-115.8098,
1.2411,-7.3897,-115.8148,
1.2414,-7.3881,-115.8198,
1.2417,-7.3864,-115.8247,
1.2419,-7.3847,-115.8297,
1.2422,-7.3831,-115.8347,
1.2425,-7.3814,-115.8396,
1.2428,-7.3798,-115.8446,
1.2431,-7.3781,-115.8496,
1.2434,-7.3765,-115.8546,
1.2437,-7.3748,-115.8595,
1.2439,-7.3732,-115.8645,
1.2442,-7.3715,-115.8695,
1.2445,-7.3699,-115.8745,
1.2448,-7.3682,-115.8795,
1.2451,-7.3665,-115.8844,
1.2454,-7.3649,-115.8894,
1.2457,-7.3632,-115.8944,
1.2459,-7.3616,-115.8994,
1.2462,-7.3599,-115.9044,
1.2465,-7.3583,-115.9093,
1.2468,-7.3566,-115.9143,
1.2471,-7.3550,-115.9193,
1.2474,-7.3533,-115.9243,
1.2477,-7.3517,-115.9293,
1.2480,-7.3500,-115.9343,
1.2482,-7.3484,-115.9393,
1.2485,-7.3467,-115.9443,
1.2488,-7.3451,-115.9493,
1.2491,-7.3434,-115.9542,
1.2494,-7.3418,-115.9592,
1.2497,-7.3401,-115.9642,
1.2500,-7.3385,-115.9692,
1.2503,-7.3368,-115.9742,
1.2505,-7.3352,-115.9792,
1.2508,-7.3335,-115.9842,
1.2511,-7.3319,-115.9892,
1.2514,-7.3302,-115.9942,
1.2517,-7.3286,-115.9992,
1.2520,-7.3269,-116.0042,
1.2523,-7.3252,-116.0092,
1.2526,-7.3236,-116.0142,
1.2529,-7.3219,-116.0192,
1.2531,-7.3203,-116.0242,
1.2534,-7.3186,-116.0292,
1.2537,-7.3170,-116.0342,
1.2540,-7.3153,-116.0392,
1.2543,-7.3137,-116.0442,
1.2546,-7.3121,-116.0492,
1.2549,-7.3104,-116.0543,
1.2552,-7.3088,-116.0593,
1.2555,-7.3071,-116.0643,
1.2557,-7.3055,-116.0693,
1.2560,-7.3038,-116.0743,
1.2563,-7.3022,-116.0793,
1.2566,-7.3005,-116.0843,
1.2569,-7.2989,-116.0893,
1.2572,-7.2972,-116.0943,
1.2575,-7.2956,-116.0994,
1.2578,-7.2939,-116.1044,
1.2581,-7.2923,-116.1094,
1.2583,-7.2906,-116.1144,
1.2586,-7.2890,-116.1194,
1.2589,-7.2873,-116.1245,
1.2592,-7.2857,-116.1295,
1.2595,-7.2840,-116.1345,
1.2598,-7.2824,-116.1395,
1.2601,-7.2807,-116.1445,
1.2604,-7.2791,-116.1496,
1.2607,-7.2774,-116.1546,
1.2610,-7.2758,-116.1596,
1.2612,-7.2742,-116.1646,
1.2615,-7.2725,-116.1697,
1.2618,-7.2709,-116.1747,
1.2621,-7.2692,-116.1797,
1.2624,-7.2676,-116.1848,
1.2627,-7.2659,-116.1898,
1.2630,-7.2643,-116.1948,
1.2633,-7.2626,-116.1998,
1.2636,-7.2610,-116.2049,
1.2639,-7.2593,-116.2099,
1.2642,-7.2577,-116.2149,
1.2644,-7.2561,-116.2200,
1.2647,-7.2544,-116.2250,
1.2650,-7.2528,-116.2301,
1.2653,-7.2511,-116.2351,
1.2656,-7.2495,-116.2401,
1.2659,-7.2478,-116.2452,
1.2662,-7.2462,-116.2502,
1.2665,-7.2445,-116.2553,
1.2668,-7.2429,-116.2603,
1.2671,-7.2413,-116.2653,
1.2674,-7.2396,-116.2704,
1.2677,-7.2380,-116.2754,
1.2679,-7.2363,-116.2805,
1.2682,-7.2347,-116.2855,
1.2685,-7.2330,-116.2906,
1.2688,-7.2314,-116.2956,
1.2691,-7.2298,-116.3007,
1.2694,-7.2281,-116.3057,
1.2697,-7.2265,-116.3108,
1.2700,-7.2248,-116.3158,
1.2703,-7.2232,-116.3209,
1.2706,-7.2215,-116.3259,
1.2709,-7.2199,-116.3310,
1.2712,-7.2183,-116.3360,
1.2715,-7.2166,-116.3411,
1.2717,-7.2150,-116.3461,
1.2720,-7.2133,-116.3512,
1.2723,-7.2117,-116.3562,
1.2726,-7.2101,-116.3613,
1.2729,-7.2084,-116.3664,
1.2732,-7.2068,-116.3714,
1.2735,-7.2051,-116.3765,
1.2738,-7.2035,-116.3815,
1.2741,-7.2019,-116.3866,
1.2744,-7.2002,-116.3917,
1.2747,-7.1986,-116.3967,
1.2750,-7.1969,-116.4018,
1.2753,-7.1953,-116.4069,
1.2756,-7.1937,-116.4119,
1.2759,-7.1920,-116.4170,
1.2761,-7.1904,-116.4221,
1.2764,-7.1887,-116.4271,
1.2767,-7.1871,-116.4322,
1.2770,-7.1855,-116.4373,
1.2773,-7.1838,-116.4423,
1.2776,-7.1822,-116.4474,
1.2779,-7.1805,-116.4525,
1.2782,-7.1789,-116.4576,
1.2785,-7.1773,-116.4626,
1.2788,-7.1756,-116.4677,
1.2791,-7.1740,-116.4728,
1.2794,-7.1723,-116.4779,
1.2797,-7.1707,-116.4829,
1.2800,-7.1691,-116.4880,
1.2803,-7.1674,-116.4931,
1.2806,-7.1658,-116.4982,
1.2809,-7.1642,-116.5033,
1.2812,-7.1625,-116.5083,
1.2814,-7.1609,-116.5134,
1.2817,-7.1593,-116.5185,
1.2820,-7.1576,-116.5236,
1.2823,-7.1560,-116.5287,
1.2826,-7.1543,-116.5338,
1.2829,-7.1527,-116.5389,
1.2832,-7.1511,-116.5439,
1.2835,-7.1494,-116.5490,
1.2838,-7.1478,-116.5541,
1.2841,-7.1462,-116.5592,
1.2844,-7.1445,-116.5643,
1.2847,-7.1429,-116.5694,
1.2850,-7.1413,-116.5745,
1.2853,-7.1396,-116.5796,
1.2856,-7.1380,-116.5847,
1.2859,-7.1364,-116.5898,
1.2862,-7.1347,-116.5949,
1.2865,-7.1331,-116.6000,
1.2868,-7.1314,-116.6051,
1.2871,-7.1298,-116.6101,
1.2874,-7.1282,-116.6152,
1.2877,-7.1265,-116.6203,
1.2880,-7.1249,-116.6254,
1.2882,-7.1233,-116.6306,
1.2885,-7.1216,-116.6357,
1.2888,-7.1200,-116.6408,
1.2891,-7.1184,-116.6459,
1.2894,-7.1167,-116.6510,
1.2897,-7.1151,-116.6561,
1.2900,-7.1135,-116.6612,
1.2903,-7.1118,-116.6663,
1.2906,-7.1102,-116.6714,
1.2909,-7.1086,-116.6765,
1.2912,-7.1069,-116.6816,
1.2915,-7.1053,-116.6867,
1.2918,-7.1037,-116.6918,
1.2921,-7.1021,-116.6969,
1.2924,-7.1004,-116.7021,
1.2927,-7.0988,-116.7072,
1.2930,-7.0972,-116.7123,
1.2933,-7.0955,-116.7174,
1.2936,-7.0939,-116.7225,
1.2939,-7.0923,-116.7276,
1.2942,-7.0906,-116.7327,
1.2945,-7.0890,-116.7379,
1.2948,-7.0874,-116.7430,
1.2951,-7.0857,-116.7481,
1.2954,-7.0841,-116.7532,
1.2957,-7.0825,-116.7583,
1.2960,-7.0808,-116.7635,
1.2963,-7.0792,-116.7686,
1.2966,-7.0776,-116.7737,
1.2969,-7.0760,-116.7788,
1.2972,-7.0743,-116.7840,
1.2975,-7.0727,-116.7891,
1.2978,-7.0711,-116.7942,
1.2981,-7.0694,-116.7994,
1.2984,-7.0678,-116.8045,
1.2987,-7.0662,-116.8096,
1.2990,-7.0646,-116.8147,
1.2993,-7.0629,-116.8199,
1.2996,-7.0613,-116.8250,
1.2999,-7.0597,-116.8301,
1.3002,-7.0580,-116.8353,
1.3005,-7.0564,-116.8404,
1.3008,-7.0548,-116.8455,
1.3011,-7.0532,-116.8507,
1.3014,-7.0515,-116.8558,
1.3017,-7.0499,-116.8610,
1.3020,-7.0483,-116.8661,
1.3023,-7.0466,-116.8712,
1.3026,-7.0450,-116.8764,
1.3029,-7.0434,-116.8815,
1.3032,-7.0418,-116.8867,
1.3035,-7.0401,-116.8918,
1.3038,-7.0385,-116.8969,
1.3041,-7.0369,-116.9021,
1.3044,-7.0353,-116.9072,
1.3047,-7.0336,-116.9124,
1.3050,-7.0320,-116.9175,
1.3053,-7.0304,-116.9227,
1.3056,-7.0288,-116.9278,
1.3059,-7.0271,-116.9330,
1.3062,-7.0255,-116.9381,
1.3065,-7.0239,-116.9433,
1.3068,-7.0223,-116.9484,
1.3071,-7.0206,-116.9536,
1.3074,-7.0190,-116.9587,
1.3077,-7.0174,-116.9639,
1.3080,-7.0158,-116.9690,
1.3083,-7.0141,-116.9742,
1.3086,-7.0125,-116.9793,
1.3089,-7.0109,-116.9845,
1.3092,-7.0093,-116.9897,
1.3095,-7.0076,-116.9948,
1.3098,-7.0060,-117.0000,
1.3101,-7.0044,-117.0051,
1.3104,-7.0028,-117.0103,
1.3107,-7.0011,-117.0155,
1.3110,-6.9995,-117.0206,
1.3113,-6.9979,-117.0258,
1.3116,-6.9963,-117.0310,
1.3119,-6.9946,-117.0361,
1.3122,-6.9930,-117.0413,
1.3125,-6.9914,-117.0465,
1.3128,-6.9898,-117.0516,
1.3131,-6.9882,-117.0568,
1.3134,-6.9865,-117.0620,
1.3137,-6.9849,-117.0671,
1.3140,-6.9833,-117.0723,
1.3143,-6.9817,-117.0775,
1.3146,-6.9800,-117.0827,
1.3149,-6.9784,-117.0878,
1.3152,-6.9768,-117.0930,
1.3155,-6.9752,-117.0982,
1.3158,-6.9736,-117.1034,
1.3161,-6.9719,-117.1085,
1.3164,-6.9703,-117.1137,
1.3167,-6.9687,-117.1189,
1.3170,-6.9671,-117.1241,
1.3173,-6.9655,-117.1292,
1.3176,-6.9638,-117.1344,
1.3180,-6.9622,-117.1396,
1.3183,-6.9606,-117.1448,
1.3186,-6.9590,-117.1500,
1.3189,-6.9574,-117.1552,
1.3192,-6.9557,-117.1603,
1.3195,-6.9541,-117.1655,
1.3198,-6.9525,-117.1707,
1.3201,-6.9509,-117.1759,
1.3204,-6.9493,-117.1811,
1.3207,-6.9476,-117.1863,
1.3210,-6.9460,-117.1915,
1.3213,-6.9444,-117.1967,
1.3216,-6.9428,-117.2018,
1.3219,-6.9412,-117.2070,
1.3222,-6.9396,-117.2122,
1.3225,-6.9379,-117.2174,
1.3228,-6.9363,-117.2226,
1.3231,-6.9347,-117.2278,
1.3234,-6.9331,-117.2330,
1.3237,-6.9315,-117.2382,
1.3240,-6.9299,-117.2434,
1.3243,-6.9282,-117.2486,
1.3246,-6.9266,-117.2538,
1.3250,-6.9250,-117.2590,
1.3253,-6.9234,-117.2642,
1.3256,-6.9218,-117.2694,
1.3259,-6.9202,-117.2746,
1.3262,-6.9185,-117.2798,
1.3265,-6.9169,-117.2850,
1.3268,-6.9153,-117.2902,
1.3271,-6.9137,-117.2954,
1.3274,-6.9121,-117.3006,
1.3277,-6.9105,-117.3058,
1.3280,-6.9088,-117.3111,
1.3283,-6.9072,-117.3163,
1.3286,-6.9056,-117.3215,
1.3289,-6.9040,-117.3267,
1.3292,-6.9024,-117.3319,
1.3295,-6.9008,-117.3371,
1.3298,-6.8992,-117.3423,
1.3301,-6.8975,-117.3475,
1.3305,-6.8959,-117.3528,
1.3308,-6.8943,-117.3580,
1.3311,-6.8927,-117.3632,
1.3314,-6.8911,-117.3684,
1.3317,-6.8895,-117.3736,
1.3320,-6.8879,-117.3788,
1.3323,-6.8862,-117.3841,
1.3326,-6.8846,-117.3893,
1.3329,-6.8830,-117.3945,
1.3332,-6.8814,-117.3997,
1.3335,-6.8798,-117.4049,
1.3338,-6.8782,-117.4102,
1.3341,-6.8766,-117.4154,
1.3344,-6.8750,-117.4206,
1.3348,-6.8733,-117.4258,
1.3351,-6.8717,-117.4311,
1.3354,-6.8701,-117.4363,
1.3357,-6.8685,-117.4415,
1.3360,-6.8669,-117.4468,
1.3363,-6.8653,-117.4520,
1.3366,-6.8637,-117.4572,
1.3369,-6.8621,-117.4624,
1.3372,-6.8605,-117.4677,
1.3375,-6.8588,-117.4729,
1.3378,-6.8572,-117.4781,
1.3381,-6.8556,-117.4834,
1.3384,-6.8540,-117.4886,
1.3388,-6.8524,-117.4939,
1.3391,-6.8508,-117.4991,
1.3394,-6.8492,-117.5043,
1.3397,-6.8476,-117.5096,
1.3400,-6.8460,-117.5148,
1.3403,-6.8444,-117.5201,
1.3406,-6.8427,-117.5253,
1.3409,-6.8411,-117.5305,
1.3412,-6.8395,-117.5358,
1.3415,-6.8379,-117.5410,
1.3418,-6.8363,-117.5463,
1.3421,-6.8347,-117.5515,
1.3425,-6.8331,-117.5568,
1.3428,-6.8315,-117.5620,
1.3431,-6.8299,-117.5673,
1.3434,-6.8283,-117.5725,
1.3437,-6.8267,-117.5777,
1.3440,-6.8250,-117.5830,
1.3443,-6.8234,-117.5883,
1.3446,-6.8218,-117.5935,
1.3449,-6.8202,-117.5988,
1.3452,-6.8186,-117.6040,
1.3456,-6.8170,-117.6093,
1.3459,-6.8154,-117.6145,
1.3462,-6.8138,-117.6198,
1.3465,-6.8122,-117.6250,
1.3468,-6.8106,-117.6303,
1.3471,-6.8090,-117.6355,
1.3474,-6.8074,-117.6408,
1.3477,-6.8058,-117.6461,
1.3480,-6.8042,-117.6513,
1.3483,-6.8026,-117.6566,
1.3487,-6.8009,-117.6618,
1.3490,-6.7993,-117.6671,
1.3493,-6.7977,-117.6724,
1.3496,-6.7961,-117.6776,
1.3499,-6.7945,-117.6829,
1.3502,-6.7929,-117.6882,
1.3505,-6.7913,-117.6934,
1.3508,-6.7897,-117.6987,
1.3511,-6.7881,-117.7040,
1.3515,-6.7865,-117.7092,
1.3518,-6.7849,-117.7145,
1.3521,-6.7833,-117.7198,
1.3524,-6.7817,-117.7251,
1.3527,-6.7801,-117.7303,
1.3530,-6.7785,-117.7356,
1.3533,-6.7769,-117.7409,
1.3536,-6.7753,-117.7462,
1.3539,-6.7737,-117.7514,
1.3543,-6.7721,-117.7567,
1.3546,-6.7705,-117.7620,
1.3549,-6.7689,-117.7673,
1.3552,-6.7673,-117.7725,
1.3555,-6.7657,-117.7778,
1.3558,-6.7641,-117.7831,
1.3561,-6.7625,-117.7884,
1.3564,-6.7609,-117.7937,
1.3568,-6.7593,-117.7989,
1.3571,-6.7577,-117.8042,
1.3574,-6.7561,-117.8095,
1.3577,-6.7545,-117.8148,
1.3580,-6.7528,-117.8201,
1.3583,-6.7512,-117.8254,
1.3586,-6.7496,-117.8307,
1.3589,-6.7480,-117.8360,
1.3593,-6.7464,-117.8412,
1.3596,-6.7448,-117.8465,
1.3599,-6.7432,-117.8518,
1.3602,-6.7416,-117.8571,
1.3605,-6.7400,-117.8624,
1.3608,-6.7384,-117.8677,
1.3611,-6.7368,-117.8730,
1.3614,-6.7352,-117.8783,
1.3618,-6.7336,-117.8836,
1.3621,-6.7320,-117.8889,
1.3624,-6.7304,-117.8942,
1.3627,-6.7288,-117.8995,
1.3630,-6.7272,-117.9048,
1.3633,-6.7257,-117.9101,
1.3636,-6.7241,-117.9154,
1.3640,-6.7225,-117.9207,
1.3643,-6.7209,-117.9260,
1.3646,-6.7193,-117.9313,
1.3649,-6.7177,-117.9366,
1.3652,-6.7161,-117.9419,
1.3655,-6.7145,-117.9472,
1.3658,-6.7129,-117.9525,
1.3662,-6.7113,-117.9578,
1.3665,-6.7097,-117.9631,
1.3668,-6.7081,-117.9684,
1.3671,-6.7065,-117.9737,
1.3674,-6.7049,-117.9790,
1.3677,-6.7033,-117.9844,
1.3680,-6.7017,-117.9897,
1.3684,-6.7001,-117.9950,
1.3687,-6.6985,-118.0003,
1.3690,-6.6969,-118.0056,
1.3693,-6.6953,-118.0109,
1.3696,-6.6937,-118.0162,
1.3699,-6.6921,-118.0216,
1.3703,-6.6905,-118.0269,
1.3706,-6.6889,-118.0322,
1.3709,-6.6873,-118.0375,
1.3712,-6.6857,-118.0428,
1.3715,-6.6841,-118.0482,
1.3718,-6.6825,-118.0535,
1.3721,-6.6809,-118.0588,
1.3725,-6.6794,-118.0641,
1.3728,-6.6778,-118.0694,
1.3731,-6.6762,-118.0748,
1.3734,-6.6746,-118.0801,
1.3737,-6.6730,-118.0854,
1.3740,-6.6714,-118.0907,
1.3744,-6.6698,-118.0961,
1.3747,-6.6682,-118.1014,
1.3750,-6.6666,-118.1067,
1.3753,-6.6650,-118.1121,
1.3756,-6.6634,-118.1174,
1.3759,-6.6618,-118.1227,
1.3763,-6.6602,-118.1281,
1.3766,-6.6586,-118.1334,
1.3769,-6.6570,-118.1387,
1.3772,-6.6555,-118.1441,
1.3775,-6.6539,-118.1494,
1.3778,-6.6523,-118.1547,
1.3782,-6.6507,-118.1601,
1.3785,-6.6491,-118.1654,
1.3788,-6.6475,-118.1707,
1.3791,-6.6459,-118.1761,
1.3794,-6.6443,-118.1814,
1.3797,-6.6427,-118.1868,
1.3801,-6.6411,-118.1921,
1.3804,-6.6395,-118.1975,
1.3807,-6.6380,-118.2028,
1.3810,-6.6364,-118.2081,
1.3813,-6.6348,-118.2135,
1.3817,-6.6332,-118.2188,
1.3820,-6.6316,-118.2242,
1.3823,-6.6300,-118.2295,
1.3826,-6.6284,-118.2349,
1.3829,-6.6268,-118.2402,
1.3832,-6.6252,-118.2456,
1.3836,-6.6236,-118.2509,
1.3839,-6.6221,-118.2563,
1.3842,-6.6205,-118.2616,
1.3845,-6.6189,-118.2670,
1.3848,-6.6173,-118.2723,
1.3852,-6.6157,-118.2777,
1.3855,-6.6141,-118.2830,
1.3858,-6.6125,-118.2884,
1.3861,-6.6109,-118.2938,
1.3864,-6.6093,-118.2991,
1.3868,-6.6078,-118.3045,
1.3871,-6.6062,-118.3098,
1.3874,-6.6046,-118.3152,
1.3877,-6.6030,-118.3206,
1.3880,-6.6014,-118.3259,
1.3884,-6.5998,-118.3313,
1.3887,-6.5982,-118.3366,
1.3890,-6.5967,-118.3420,
1.3893,-6.5951,-118.3474,
1.3896,-6.5935,-118.3527,
1.3900,-6.5919,-118.3581,
1.3903,-6.5903,-118.3635,
1.3906,-6.5887,-118.3688,
1.3909,-6.5871,-118.3742,
1.3912,-6.5855,-118.3796,
1.3916,-6.5840,-118.3850,
1.3919,-6.5824,-118.3903,
1.3922,-6.5808,-118.3957,
1.3925,-6.5792,-118.4011,
1.3928,-6.5776,-118.4064,
1.3932,-6.5760,-118.4118,
1.3935,-6.5745,-118.4172,
1.3938,-6.5729,-118.4226,
1.3941,-6.5713,-118.4279,
1.3944,-6.5697,-118.4333,
1.3948,-6.5681,-118.4387,
1.3951,-6.5665,-118.4441,
1.3954,-6.5650,-118.4495,
1.3957,-6.5634,-118.4548,
1.3960,-6.5618,-118.4602,
1.3964,-6.5602,-118.4656,
1.3967,-6.5586,-118.4710,
1.3970,-6.5570,-118.4764,
1.3973,-6.5555,-118.4818,
1.3977,-6.5539,-118.4871,
1.3980,-6.5523,-118.4925,
1.3983,-6.5507,-118.4979,
1.3986,-6.5491,-118.5033,
1.3989,-6.5475,-118.5087,
1.3993,-6.5460,-118.5141,
1.3996,-6.5444,-118.5195,
1.3999,-6.5428,-118.5249,
1.4002,-6.5412,-118.5303,
1.4006,-6.5396,-118.5356,
1.4009,-6.5381,-118.5410,
1.4012,-6.5365,-118.5464,
1.4015,-6.5349,-118.5518,
1.4018,-6.5333,-118.5572,
1.4022,-6.5317,-118.5626,
1.4025,-6.5302,-118.5680,
1.4028,-6.5286,-118.5734,
1.4031,-6.5270,-118.5788,
1.4035,-6.5254,-118.5842,
1.4038,-6.5238,-118.5896,
1.4041,-6.5223,-118.5950,
1.4044,-6.5207,-118.6004,
1.4048,-6.5191,-118.6058,
1.4051,-6.5175,-118.6112,
1.4054,-6.5159,-118.6166,
1.4057,-6.5144,-118.6220,
1.4060,-6.5128,-118.6274,
1.4064,-6.5112,-118.6329,
1.4067,-6.5096,-118.6383,
1.4070,-6.5080,-118.6437,
1.4073,-6.5065,-118.6491,
1.4077,-6.5049,-118.6545,
1.4080,-6.5033,-118.6599,
1.4083,-6.5017,-118.6653,
1.4086,-6.5002,-118.6707,
1.4090,-6.4986,-118.6761,
1.4093,-6.4970,-118.6815,
1.4096,-6.4954,-118.6870,
1.4099,-6.4938,-118.6924,
1.4103,-6.4923,-118.6978,
1.4106,-6.4907,-118.7032,
1.4109,-6.4891,-118.7086,
1.4112,-6.4875,-118.7141,
1.4116,-6.4860,-118.7195,
1.4119,-6.4844,-118.7249,
1.4122,-6.4828,-118.7303,
1.4125,-6.4812,-118.7357,
1.4129,-6.4797,-118.7412,
1.4132,-6.4781,-118.7466,
1.4135,-6.4765,-118.7520,
1.4138,-6.4749,-118.7574,
1.4142,-6.4734,-118.7629,
1.4145,-6.4718,-118.7683,
1.4148,-6.4702,-118.7737,
1.4151,-6.4686,-118.7791,
1.4155,-6.4671,-118.7846,
1.4158,-6.4655,-118.7900,
1.4161,-6.4639,-118.7954,
1.4164,-6.4623,-118.8009,
1.4168,-6.4608,-118.8063,
1.4171,-6.4592,-118.8117,
1.4174,-6.4576,-118.8172,
1.4178,-6.4561,-118.8226,
1.4181,-6.4545,-118.8280,
1.4184,-6.4529,-118.8335,
1.4187,-6.4513,-118.8389,
1.4191,-6.4498,-118.8443,
1.4194,-6.4482,-118.8498,
1.4197,-6.4466,-118.8552,
1.4200,-6.4450,-118.8607,
1.4204,-6.4435,-118.8661,
1.4207,-6.4419,-118.8715,
1.4210,-6.4403,-118.8770,
1.4213,-6.4388,-118.8824,
1.4217,-6.4372,-118.8879,
1.4220,-6.4356,-118.8933,
1.4223,-6.4340,-118.8988,
1.4227,-6.4325,-118.9042,
1.4230,-6.4309,-118.9096,
1.4233,-6.4293,-118.9151,
1.4236,-6.4278,-118.9205,
1.4240,-6.4262,-118.9260,
1.4243,-6.4246,-118.9314,
1.4246,-6.4231,-118.9369,
1.4250,-6.4215,-118.9423,
1.4253,-6.4199,-118.9478,
1.4256,-6.4183,-118.9532,
1.4259,-6.4168,-118.9587,
1.4263,-6.4152,-118.9642,
1.4266,-6.4136,-118.9696,
1.4269,-6.4121,-118.9751,
1.4272,-6.4105,-118.9805,
1.4276,-6.4089,-118.9860,
1.4279,-6.4074,-118.9914,
