Frequency,Magnitude,Phase,
840.4270,-16.9697,-275.4704,
840.6205,-16.9718,-275.4760,
840.8141,-16.9738,-275.4815,
841.0078,-16.9759,-275.4870,
841.2014,-16.9780,-275.4925,
841.3951,-16.9800,-275.4980,
841.5889,-16.9821,-275.5035,
841.7827,-16.9841,-275.5090,
841.9766,-16.9862,-275.5145,
842.1705,-16.9882,-275.5200,
842.3644,-16.9903,-275.5255,
842.5584,-16.9924,-275.5310,
842.7524,-16.9944,-275.5365,
842.9465,-16.9965,-275.5420,
843.1406,-16.9985,-275.5475,
843.3348,-17.0006,-275.5530,
843.5290,-17.0027,-275.5585,
843.7232,-17.0047,-275.5640,
843.9175,-17.0068,-275.5696,
844.1119,-17.0088,-275.5751,
844.3062,-17.0109,-275.5806,
844.5007,-17.0129,-275.5861,
844.6951,-17.0150,-275.5916,
844.8897,-17.0171,-275.5971,
845.0842,-17.0191,-275.6026,
845.2788,-17.0212,-275.6081,
845.4735,-17.0232,-275.6136,
845.6682,-17.0253,-275.6191,
845.8629,-17.0274,-275.6247,
846.0577,-17.0294,-275.6302,
846.2526,-17.0315,-275.6357,
846.4474,-17.0335,-275.6412,
846.6424,-17.0356,-275.6467,
846.8373,-17.0377,-275.6522,
847.0324,-17.0397,-275.6577,
847.2274,-17.0418,-275.6632,
847.4225,-17.0438,-275.6687,
847.6177,-17.0459,-275.6743,
847.8129,-17.0480,-275.6798,
848.0081,-17.0500,-275.6853,
848.2034,-17.0521,-275.6908,
848.3987,-17.0542,-275.6963,
848.5941,-17.0562,-275.7018,
848.7895,-17.0583,-275.7073,
848.9850,-17.0603,-275.7129,
849.1805,-17.0624,-275.7184,
849.3760,-17.0645,-275.7239,
849.5716,-17.0665,-275.7294,
849.7673,-17.0686,-275.7349,
849.9630,-17.0706,-275.7404,
850.1587,-17.0727,-275.7459,
850.3545,-17.0748,-275.7515,
850.5503,-17.0768,-275.7570,
850.7462,-17.0789,-275.7625,
850.9421,-17.0810,-275.7680,
851.1380,-17.0830,-275.7735,
851.3340,-17.0851,-275.7790,
851.5301,-17.0871,-275.7846,
851.7262,-17.0892,-275.7901,
851.9223,-17.0913,-275.7956,
852.1185,-17.0933,-275.8011,
852.3147,-17.0954,-275.8066,
852.5110,-17.0975,-275.8122,
852.7073,-17.0995,-275.8177,
852.9037,-17.1016,-275.8232,
853.1001,-17.1037,-275.8287,
853.2966,-17.1057,-275.8342,
853.4931,-17.1078,-275.8398,
853.6896,-17.1098,-275.8453,
853.8862,-17.1119,-275.8508,
854.0828,-17.1140,-275.8563,
854.2795,-17.1160,-275.8618,
854.4763,-17.1181,-275.8674,
854.6730,-17.1202,-275.8729,
854.8698,-17.1222,-275.8784,
855.0667,-17.1243,-275.8839,
855.2636,-17.1264,-275.8894,
855.4606,-17.1284,-275.8950,
855.6576,-17.1305,-275.9005,
855.8546,-17.1326,-275.9060,
856.0517,-17.1346,-275.9115,
856.2488,-17.1367,-275.9171,
856.4460,-17.1387,-275.9226,
856.6433,-17.1408,-275.9281,
856.8405,-17.1429,-275.9336,
857.0378,-17.1449,-275.9392,
857.2352,-17.1470,-275.9447,
857.4326,-17.1491,-275.9502,
857.6301,-17.1511,-275.9557,
857.8276,-17.1532,-275.9613,
858.0251,-17.1553,-275.9668,
858.2227,-17.1573,-275.9723,
858.4203,-17.1594,-275.9778,
858.6180,-17.1615,-275.9834,
858.8157,-17.1635,-275.9889,
859.0135,-17.1656,-275.9944,
859.2113,-17.1677,-275.9999,
859.4092,-17.1697,-276.0055,
859.6071,-17.1718,-276.0110,
859.8051,-17.1739,-276.0165,
860.0031,-17.1759,-276.0221,
860.2011,-17.1780,-276.0276,
860.3992,-17.1801,-276.0331,
860.5973,-17.1821,-276.0386,
860.7955,-17.1842,-276.0442,
860.9938,-17.1863,-276.0497,
861.1920,-17.1883,-276.0552,
861.3903,-17.1904,-276.0608,
861.5887,-17.1925,-276.0663,
861.7871,-17.1945,-276.0718,
861.9856,-17.1966,-276.0774,
862.1841,-17.1987,-276.0829,
862.3826,-17.2007,-276.0884,
862.5812,-17.2028,-276.0940,
862.7799,-17.2049,-276.0995,
862.9785,-17.2069,-276.1050,
863.1773,-17.2090,-276.1106,
863.3761,-17.2111,-276.1161,
863.5749,-17.2132,-276.1216,
863.7737,-17.2152,-276.1272,
863.9727,-17.2173,-276.1327,
864.1716,-17.2194,-276.1382,
864.3706,-17.2214,-276.1438,
864.5697,-17.2235,-276.1493,
864.7688,-17.2256,-276.1548,
864.9679,-17.2276,-276.1604,
865.1671,-17.2297,-276.1659,
865.3663,-17.2318,-276.1714,
865.5656,-17.2338,-276.1770,
865.7650,-17.2359,-276.1825,
865.9643,-17.2380,-276.1880,
866.1637,-17.2400,-276.1936,
866.3632,-17.2421,-276.1991,
866.5627,-17.2442,-276.2046,
866.7623,-17.2463,-276.2102,
866.9619,-17.2483,-276.2157,
867.1615,-17.2504,-276.2213,
867.3612,-17.2525,-276.2268,
867.5610,-17.2545,-276.2323,
867.7607,-17.2566,-276.2379,
867.9606,-17.2587,-276.2434,
868.1605,-17.2608,-276.2490,
868.3604,-17.2628,-276.2545,
868.5604,-17.2649,-276.2600,
868.7604,-17.2670,-276.2656,
868.9604,-17.2690,-276.2711,
869.1605,-17.2711,-276.2767,
869.3607,-17.2732,-276.2822,
869.5609,-17.2752,-276.2877,
869.7611,-17.2773,-276.2933,
869.9614,-17.2794,-276.2988,
870.1618,-17.2815,-276.3044,
870.3622,-17.2835,-276.3099,
870.5626,-17.2856,-276.3154,
870.7631,-17.2877,-276.3210,
870.9636,-17.2898,-276.3265,
871.1642,-17.2918,-276.3321,
871.3648,-17.2939,-276.3376,
871.5654,-17.2960,-276.3432,
871.7661,-17.2980,-276.3487,
871.9669,-17.3001,-276.3542,
872.1677,-17.3022,-276.3598,
872.3685,-17.3043,-276.3653,
872.5694,-17.3063,-276.3709,
872.7704,-17.3084,-276.3764,
872.9714,-17.3105,-276.3820,
873.1724,-17.3125,-276.3875,
873.3735,-17.3146,-276.3931,
873.5746,-17.3167,-276.3986,
873.7758,-17.3188,-276.4042,
873.9770,-17.3208,-276.4097,
874.1783,-17.3229,-276.4152,
874.3796,-17.3250,-276.4208,
874.5809,-17.3271,-276.4263,
874.7823,-17.3291,-276.4319,
874.9838,-17.3312,-276.4374,
875.1853,-17.3333,-276.4430,
875.3868,-17.3354,-276.4485,
875.5884,-17.3374,-276.4541,
875.7900,-17.3395,-276.4596,
875.9917,-17.3416,-276.4652,
876.1934,-17.3437,-276.4707,
876.3952,-17.3457,-276.4763,
876.5970,-17.3478,-276.4818,
876.7989,-17.3499,-276.4874,
877.0008,-17.3520,-276.4929,
877.2028,-17.3540,-276.4985,
877.4048,-17.3561,-276.5040,
877.6068,-17.3582,-276.5096,
877.8089,-17.3603,-276.5151,
878.0111,-17.3623,-276.5207,
878.2133,-17.3644,-276.5262,
878.4155,-17.3665,-276.5318,
878.6178,-17.3686,-276.5374,
878.8201,-17.3706,-276.5429,
879.0225,-17.3727,-276.5485,
879.2249,-17.3748,-276.5540,
879.4274,-17.3769,-276.5596,
879.6299,-17.3789,-276.5651,
879.8325,-17.3810,-276.5707,
880.0351,-17.3831,-276.5762,
880.2378,-17.3852,-276.5818,
880.4405,-17.3872,-276.5873,
880.6432,-17.3893,-276.5929,
880.8460,-17.3914,-276.5985,
881.0489,-17.3935,-276.6040,
881.2518,-17.3955,-276.6096,
881.4547,-17.3976,-276.6151,
881.6577,-17.3997,-276.6207,
881.8607,-17.4018,-276.6262,
882.0638,-17.4039,-276.6318,
882.2669,-17.4059,-276.6374,
882.4701,-17.4080,-276.6429,
882.6733,-17.4101,-276.6485,
882.8766,-17.4122,-276.6540,
883.0799,-17.4142,-276.6596,
883.2833,-17.4163,-276.6651,
883.4867,-17.4184,-276.6707,
883.6901,-17.4205,-276.6763,
883.8936,-17.4226,-276.6818,
884.0972,-17.4246,-276.6874,
884.3008,-17.4267,-276.6929,
884.5044,-17.4288,-276.6985,
884.7081,-17.4309,-276.7041,
884.9118,-17.4329,-276.7096,
885.1156,-17.4350,-276.7152,
885.3194,-17.4371,-276.7208,
885.5233,-17.4392,-276.7263,
885.7272,-17.4413,-276.7319,
885.9312,-17.4433,-276.7374,
886.1352,-17.4454,-276.7430,
886.3393,-17.4475,-276.7486,
886.5434,-17.4496,-276.7541,
886.7476,-17.4517,-276.7597,
886.9518,-17.4537,-276.7653,
887.1560,-17.4558,-276.7708,
887.3603,-17.4579,-276.7764,
887.5647,-17.4600,-276.7819,
887.7690,-17.4621,-276.7875,
887.9735,-17.4641,-276.7931,
888.1780,-17.4662,-276.7986,
888.3825,-17.4683,-276.8042,
888.5871,-17.4704,-276.8098,
888.7917,-17.4725,-276.8153,
888.9964,-17.4745,-276.8209,
889.2011,-17.4766,-276.8265,
889.4059,-17.4787,-276.8320,
889.6107,-17.4808,-276.8376,
889.8156,-17.4829,-276.8432,
890.0205,-17.4849,-276.8487,
890.2254,-17.4870,-276.8543,
890.4304,-17.4891,-276.8599,
890.6355,-17.4912,-276.8655,
890.8406,-17.4933,-276.8710,
891.0457,-17.4953,-276.8766,
891.2509,-17.4974,-276.8822,
891.4562,-17.4995,-276.8877,
891.6615,-17.5016,-276.8933,
891.8668,-17.5037,-276.8989,
892.0722,-17.5058,-276.9044,
892.2776,-17.5078,-276.9100,
892.4831,-17.5099,-276.9156,
892.6886,-17.5120,-276.9212,
892.8942,-17.5141,-276.9267,
893.0998,-17.5162,-276.9323,
893.3055,-17.5182,-276.9379,
893.5112,-17.5203,-276.9435,
893.7170,-17.5224,-276.9490,
893.9228,-17.5245,-276.9546,
894.1286,-17.5266,-276.9602,
894.3345,-17.5287,-276.9657,
894.5405,-17.5307,-276.9713,
894.7465,-17.5328,-276.9769,
894.9525,-17.5349,-276.9825,
895.1586,-17.5370,-276.9880,
895.3648,-17.5391,-276.9936,
895.5710,-17.5412,-276.9992,
895.7772,-17.5432,-277.0048,
895.9835,-17.5453,-277.0103,
896.1898,-17.5474,-277.0159,
896.3962,-17.5495,-277.0215,
896.6026,-17.5516,-277.0271,
896.8091,-17.5537,-277.0327,
897.0156,-17.5558,-277.0382,
897.2222,-17.5578,-277.0438,
897.4288,-17.5599,-277.0494,
897.6355,-17.5620,-277.0550,
897.8422,-17.5641,-277.0605,
898.0489,-17.5662,-277.0661,
898.2557,-17.5683,-277.0717,
898.4626,-17.5703,-277.0773,
898.6695,-17.5724,-277.0829,
898.8764,-17.5745,-277.0884,
899.0834,-17.5766,-277.0940,
899.2905,-17.5787,-277.0996,
899.4976,-17.5808,-277.1052,
899.7047,-17.5829,-277.1108,
899.9119,-17.5849,-277.1164,
900.1191,-17.5870,-277.1219,
900.3264,-17.5891,-277.1275,
900.5338,-17.5912,-277.1331,
900.7411,-17.5933,-277.1387,
900.9486,-17.5954,-277.1443,
901.1560,-17.5975,-277.1498,
901.3636,-17.5995,-277.1554,
901.5711,-17.6016,-277.1610,
901.7788,-17.6037,-277.1666,
901.9864,-17.6058,-277.1722,
902.1941,-17.6079,-277.1778,
902.4019,-17.6100,-277.1834,
902.6097,-17.6121,-277.1889,
902.8176,-17.6141,-277.1945,
903.0255,-17.6162,-277.2001,
903.2334,-17.6183,-277.2057,
903.4414,-17.6204,-277.2113,
903.6495,-17.6225,-277.2169,
903.8576,-17.6246,-277.2225,
904.0657,-17.6267,-277.2280,
904.2739,-17.6288,-277.2336,
904.4821,-17.6308,-277.2392,
904.6904,-17.6329,-277.2448,
904.8988,-17.6350,-277.2504,
905.1072,-17.6371,-277.2560,
905.3156,-17.6392,-277.2616,
905.5241,-17.6413,-277.2672,
905.7326,-17.6434,-277.2728,
905.9412,-17.6455,-277.2783,
906.1498,-17.6476,-277.2839,
906.3585,-17.6496,-277.2895,
906.5672,-17.6517,-277.2951,
906.7760,-17.6538,-277.3007,
906.9848,-17.6559,-277.3063,
907.1936,-17.6580,-277.3119,
907.4026,-17.6601,-277.3175,
907.6115,-17.6622,-277.3231,
907.8205,-17.6643,-277.3287,
908.0296,-17.6664,-277.3343,
908.2387,-17.6684,-277.3398,
908.4478,-17.6705,-277.3454,
908.6570,-17.6726,-277.3510,
908.8663,-17.6747,-277.3566,
909.0756,-17.6768,-277.3622,
909.2849,-17.6789,-277.3678,
909.4943,-17.6810,-277.3734,
909.7038,-17.6831,-277.3790,
909.9133,-17.6852,-277.3846,
910.1228,-17.6873,-277.3902,
910.3324,-17.6893,-277.3958,
910.5420,-17.6914,-277.4014,
910.7517,-17.6935,-277.4070,
910.9615,-17.6956,-277.4126,
911.1712,-17.6977,-277.4182,
911.3811,-17.6998,-277.4238,
911.5909,-17.7019,-277.4294,
911.8009,-17.7040,-277.4350,
912.0108,-17.7061,-277.4406,
912.2209,-17.7082,-277.4462,
912.4309,-17.7103,-277.4518,
912.6411,-17.7123,-277.4574,
912.8512,-17.7144,-277.4630,
913.0614,-17.7165,-277.4686,
913.2717,-17.7186,-277.4742,
913.4820,-17.7207,-277.4798,
913.6924,-17.7228,-277.4854,
913.9028,-17.7249,-277.4910,
914.1132,-17.7270,-277.4966,
914.3237,-17.7291,-277.5022,
914.5343,-17.7312,-277.5078,
914.7449,-17.7333,-277.5134,
914.9556,-17.7354,-277.5190,
915.1663,-17.7374,-277.5246,
915.3770,-17.7395,-277.5302,
915.5878,-17.7416,-277.5358,
915.7987,-17.7437,-277.5414,
916.0095,-17.7458,-277.5470,
916.2205,-17.7479,-277.5526,
916.4315,-17.7500,-277.5582,
916.6425,-17.7521,-277.5638,
916.8536,-17.7542,-277.5694,
917.0647,-17.7563,-277.5750,
917.2759,-17.7584,-277.5806,
917.4872,-17.7605,-277.5862,
917.6985,-17.7626,-277.5918,
917.9098,-17.7647,-277.5974,
918.1212,-17.7668,-277.6031,
918.3326,-17.7689,-277.6087,
918.5441,-17.7709,-277.6143,
918.7556,-17.7730,-277.6199,
918.9672,-17.7751,-277.6255,
919.1788,-17.7772,-277.6311,
919.3905,-17.7793,-277.6367,
919.6022,-17.7814,-277.6423,
919.8140,-17.7835,-277.6479,
920.0258,-17.7856,-277.6535,
920.2377,-17.7877,-277.6591,
920.4496,-17.7898,-277.6647,
920.6615,-17.7919,-277.6704,
920.8736,-17.7940,-277.6760,
921.0856,-17.7961,-277.6816,
921.2977,-17.7982,-277.6872,
921.5099,-17.8003,-277.6928,
921.7221,-17.8024,-277.6984,
921.9344,-17.8045,-277.7040,
922.1467,-17.8066,-277.7096,
922.3590,-17.8087,-277.7152,
922.5714,-17.8108,-277.7209,
922.7839,-17.8129,-277.7265,
922.9964,-17.8149,-277.7321,
923.2089,-17.8170,-277.7377,
923.4215,-17.8191,-277.7433,
923.6342,-17.8212,-277.7489,
923.8469,-17.8233,-277.7545,
924.0596,-17.8254,-277.7602,
924.2724,-17.8275,-277.7658,
924.4853,-17.8296,-277.7714,
924.6982,-17.8317,-277.7770,
924.9111,-17.8338,-277.7826,
925.1241,-17.8359,-277.7882,
925.3372,-17.8380,-277.7939,
925.5502,-17.8401,-277.7995,
925.7634,-17.8422,-277.8051,
925.9766,-17.8443,-277.8107,
926.1898,-17.8464,-277.8163,
926.4031,-17.8485,-277.8219,
926.6164,-17.8506,-277.8276,
926.8298,-17.8527,-277.8332,
927.0433,-17.8548,-277.8388,
927.2567,-17.8569,-277.8444,
927.4703,-17.8590,-277.8500,
927.6839,-17.8611,-277.8557,
927.8975,-17.8632,-277.8613,
928.1112,-17.8653,-277.8669,
928.3249,-17.8674,-277.8725,
928.5387,-17.8695,-277.8781,
928.7525,-17.8716,-277.8838,
928.9664,-17.8737,-277.8894,
929.1803,-17.8758,-277.8950,
929.3943,-17.8779,-277.9006,
929.6083,-17.8800,-277.9063,
929.8224,-17.8821,-277.9119,
930.0365,-17.8842,-277.9175,
930.2507,-17.8863,-277.9231,
930.4649,-17.8884,-277.9288,
930.6792,-17.8905,-277.9344,
930.8935,-17.8926,-277.9400,
931.1079,-17.8947,-277.9456,
931.3223,-17.8968,-277.9513,
931.5368,-17.8989,-277.9569,
931.7513,-17.9010,-277.9625,
931.9659,-17.9031,-277.9681,
932.1805,-17.9052,-277.9738,
932.3951,-17.9073,-277.9794,
932.6099,-17.9094,-277.9850,
932.8246,-17.9115,-277.9906,
933.0394,-17.9136,-277.9963,
933.2543,-17.9157,-278.0019,
933.4692,-17.9178,-278.0075,
933.6842,-17.9199,-278.0132,
933.8992,-17.9220,-278.0188,
934.1143,-17.9241,-278.0244,
934.3294,-17.9262,-278.0300,
934.5445,-17.9283,-278.0357,
934.7597,-17.9304,-278.0413,
934.9750,-17.9325,-278.0469,
935.1903,-17.9346,-278.0526,
935.4057,-17.9367,-278.0582,
935.6211,-17.9388,-278.0638,
935.8365,-17.9409,-278.0695,
936.0521,-17.9430,-278.0751,
936.2676,-17.9451,-278.0807,
936.4832,-17.9472,-278.0864,
936.6989,-17.9493,-278.0920,
936.9146,-17.9514,-278.0976,
937.1303,-17.9535,-278.1033,
937.3462,-17.9556,-278.1089,
937.5620,-17.9577,-278.1145,
937.7779,-17.9598,-278.1202,
937.9939,-17.9619,-278.1258,
938.2099,-17.9640,-278.1314,
938.4259,-17.9661,-278.1371,
938.6420,-17.9682,-278.1427,
938.8582,-17.9703,-278.1483,
939.0744,-17.9725,-278.1540,
939.2907,-17.9746,-278.1596,
939.5070,-17.9767,-278.1652,
939.7233,-17.9788,-278.1709,
939.9397,-17.9809,-278.1765,
940.1562,-17.9830,-278.1822,
940.3727,-17.9851,-278.1878,
940.5892,-17.9872,-278.1934,
940.8058,-17.9893,-278.1991,
941.0225,-17.9914,-278.2047,
941.2392,-17.9935,-278.2103,
941.4559,-17.9956,-278.2160,
941.6727,-17.9977,-278.2216,
941.8896,-17.9998,-278.2273,
942.1065,-18.0019,-278.2329,
942.3235,-18.0040,-278.2385,
942.5405,-18.0061,-278.2442,
942.7575,-18.0082,-278.2498,
942.9746,-18.0103,-278.2555,
943.1918,-18.0124,-278.2611,
943.4090,-18.0145,-278.2668,
943.6262,-18.0167,-278.2724,
943.8435,-18.0188,-278.2780,
944.0609,-18.0209,-278.2837,
944.2783,-18.0230,-278.2893,
944.4957,-18.0251,-278.2950,
944.7132,-18.0272,-278.3006,
944.9308,-18.0293,-278.3063,
945.1484,-18.0314,-278.3119,
945.3660,-18.0335,-278.3176,
945.5837,-18.0356,-278.3232,
945.8015,-18.0377,-278.3288,
946.0193,-18.0398,-278.3345,
946.2372,-18.0419,-278.3401,
946.4551,-18.0440,-278.3458,
946.6730,-18.0461,-278.3514,
946.8910,-18.0483,-278.3571,
947.1091,-18.0504,-278.3627,
947.3272,-18.0525,-278.3684,
947.5453,-18.0546,-278.3740,
947.7635,-18.0567,-278.3797,
947.9818,-18.0588,-278.3853,
948.2001,-18.0609,-278.3910,
948.4185,-18.0630,-278.3966,
948.6369,-18.0651,-278.4023,
948.8553,-18.0672,-278.4079,
949.0738,-18.0693,-278.4136,
949.2924,-18.0714,-278.4192,
949.5110,-18.0736,-278.4249,
949.7297,-18.0757,-278.4305,
949.9484,-18.0778,-278.4362,
950.1671,-18.0799,-278.4418,
950.3859,-18.0820,-278.4475,
950.6048,-18.0841,-278.4531,
950.8237,-18.0862,-278.4588,
951.0427,-18.0883,-278.4644,
951.2617,-18.0904,-278.4701,
951.4807,-18.0925,-278.4758,
951.6998,-18.0946,-278.4814,
951.9190,-18.0968,-278.4871,
952.1382,-18.0989,-278.4927,
952.3575,-18.1010,-278.4984,
952.5768,-18.1031,-278.5040,
952.7962,-18.1052,-278.5097,
953.0156,-18.1073,-278.5153,
953.2350,-18.1094,-278.5210,
953.4546,-18.1115,-278.5267,
953.6741,-18.1136,-278.5323,
953.8937,-18.1157,-278.5380,
954.1134,-18.1179,-278.5436,
954.3331,-18.1200,-278.5493,
954.5529,-18.1221,-278.5549,
954.7727,-18.1242,-278.5606,
954.9926,-18.1263,-278.5663,
955.2125,-18.1284,-278.5719,
955.4325,-18.1305,-278.5776,
955.6525,-18.1326,-278.5832,
955.8726,-18.1347,-278.5889,
956.0927,-18.1369,-278.5946,
956.3129,-18.1390,-278.6002,
956.5331,-18.1411,-278.6059,
956.7534,-18.1432,-278.6115,
956.9737,-18.1453,-278.6172,
957.1941,-18.1474,-278.6229,
957.4145,-18.1495,-278.6285,
957.6350,-18.1516,-278.6342,
957.8555,-18.1537,-278.6399,
958.0761,-18.1559,-278.6455,
958.2967,-18.1580,-278.6512,
958.5174,-18.1601,-278.6568,
958.7381,-18.1622,-278.6625,
958.9589,-18.1643,-278.6682,
959.1797,-18.1664,-278.6738,
959.4006,-18.1685,-278.6795,
959.6216,-18.1707,-278.6852,
959.8426,-18.1728,-278.6908,
960.0636,-18.1749,-278.6965,
960.2847,-18.1770,-278.7022,
960.5058,-18.1791,-278.7078,
960.7270,-18.1812,-278.7135,
960.9482,-18.1833,-278.7192,
961.1695,-18.1854,-278.7248,
961.3909,-18.1876,-278.7305,
961.6123,-18.1897,-278.7362,
961.8337,-18.1918,-278.7419,
962.0552,-18.1939,-278.7475,
962.2768,-18.1960,-278.7532,
962.4984,-18.1981,-278.7589,
962.7200,-18.2002,-278.7645,
962.9417,-18.2024,-278.7702,
963.1635,-18.2045,-278.7759,
963.3853,-18.2066,-278.7815,
963.6071,-18.2087,-278.7872,
963.8290,-18.2108,-278.7929,
964.0510,-18.2129,-278.7986,
964.2730,-18.2151,-278.8042,
964.4950,-18.2172,-278.8099,
964.7172,-18.2193,-278.8156,
964.9393,-18.2214,-278.8213,
965.1615,-18.2235,-278.8269,
965.3838,-18.2256,-278.8326,
965.6061,-18.2277,-278.8383,
965.8285,-18.2299,-278.8440,
966.0509,-18.2320,-278.8496,
966.2733,-18.2341,-278.8553,
966.4959,-18.2362,-278.8610,
966.7184,-18.2383,-278.8667,
966.9411,-18.2404,-278.8723,
967.1637,-18.2426,-278.8780,
967.3864,-18.2447,-278.8837,
967.6092,-18.2468,-278.8894,
967.8321,-18.2489,-278.8950,
968.0549,-18.2510,-278.9007,
968.2779,-18.2531,-278.9064,
968.5008,-18.2553,-278.9121,
968.7239,-18.2574,-278.9178,
968.9469,-18.2595,-278.9234,
969.1701,-18.2616,-278.9291,
969.3933,-18.2637,-278.9348,
969.6165,-18.2658,-278.9405,
969.8398,-18.2680,-278.9462,
970.0631,-18.2701,-278.9518,
970.2865,-18.2722,-278.9575,
970.5100,-18.2743,-278.9632,
970.7335,-18.2764,-278.9689,
970.9570,-18.2786,-278.9746,
971.1806,-18.2807,-278.9802,
971.4043,-18.2828,-278.9859,
971.6280,-18.2849,-278.9916,
971.8517,-18.2870,-278.9973,
972.0755,-18.2892,-279.0030,
972.2994,-18.2913,-279.0087,
972.5233,-18.2934,-279.0143,
972.7472,-18.2955,-279.0200,
972.9712,-18.2976,-279.0257,
973.1953,-18.2997,-279.0314,
973.4194,-18.3019,-279.0371,
973.6436,-18.3040,-279.0428,
973.8678,-18.3061,-279.0485,
974.0921,-18.3082,-279.0542,
974.3164,-18.3103,-279.0598,
974.5407,-18.3125,-279.0655,
974.7652,-18.3146,-279.0712,
974.9896,-18.3167,-279.0769,
975.2142,-18.3188,-279.0826,
975.4387,-18.3209,-279.0883,
975.6634,-18.3231,-279.0940,
975.8881,-18.3252,-279.0997,
976.1128,-18.3273,-279.1053,
976.3376,-18.3294,-279.1110,
976.5624,-18.3316,-279.1167,
976.7873,-18.3337,-279.1224,
977.0122,-18.3358,-279.1281,
977.2372,-18.3379,-279.1338,
977.4623,-18.3400,-279.1395,
977.6874,-18.3422,-279.1452,
977.9125,-18.3443,-279.1509,
978.1377,-18.3464,-279.1566,
978.3630,-18.3485,-279.1623,
978.5883,-18.3506,-279.1680,
978.8136,-18.3528,-279.1737,
979.0390,-18.3549,-279.1793,
979.2645,-18.3570,-279.1850,
979.4900,-18.3591,-279.1907,
979.7155,-18.3613,-279.1964,
979.9412,-18.3634,-279.2021,
980.1668,-18.3655,-279.2078,
980.3925,-18.3676,-279.2135,
980.6183,-18.3697,-279.2192,
980.8441,-18.3719,-279.2249,
981.0700,-18.3740,-279.2306,
981.2959,-18.3761,-279.2363,
981.5219,-18.3782,-279.2420,
981.7479,-18.3804,-279.2477,
981.9740,-18.3825,-279.2534,
982.2002,-18.3846,-279.2591,
982.4263,-18.3867,-279.2648,
982.6526,-18.3889,-279.2705,
982.8789,-18.3910,-279.2762,
983.1052,-18.3931,-279.2819,
983.3316,-18.3952,-279.2876,
983.5581,-18.3974,-279.2933,
983.7846,-18.3995,-279.2990,
984.0111,-18.4016,-279.3047,
984.2377,-18.4037,-279.3104,
984.4644,-18.4058,-279.3161,
984.6911,-18.4080,-279.3218,
984.9178,-18.4101,-279.3275,
985.1446,-18.4122,-279.3332,
985.3715,-18.4143,-279.3389,
985.5984,-18.4165,-279.3446,
985.8254,-18.4186,-279.3503,
986.0524,-18.4207,-279.3560,
986.2795,-18.4228,-279.3617,
986.5066,-18.4250,-279.3674,
986.7338,-18.4271,-279.3732,
986.9610,-18.4292,-279.3789,
987.1883,-18.4314,-279.3846,
987.4156,-18.4335,-279.3903,
987.6430,-18.4356,-279.3960,
987.8705,-18.4377,-279.4017,
988.0980,-18.4399,-279.4074,
988.3255,-18.4420,-279.4131,
988.5531,-18.4441,-279.4188,
988.7807,-18.4462,-279.4245,
989.0084,-18.4484,-279.4302,
989.2362,-18.4505,-279.4359,
989.4640,-18.4526,-279.4416,
989.6919,-18.4547,-279.4474,
989.9198,-18.4569,-279.4531,
990.1477,-18.4590,-279.4588,
990.3758,-18.4611,-279.4645,
990.6038,-18.4632,-279.4702,
990.8319,-18.4654,-279.4759,
991.0601,-18.4675,-279.4816,
991.2883,-18.4696,-279.4873,
991.5166,-18.4718,-279.4930,
991.7450,-18.4739,-279.4988,
991.9733,-18.4760,-279.5045,
992.2018,-18.4781,-279.5102,
992.4303,-18.4803,-279.5159,
992.6588,-18.4824,-279.5216,
